"vehicle_year_name","vehicle_style","site_rating","vehicle_price","vehicle_mileage","vehicle_location","vehicle_ext_color","vehicle_int_color","vehicle_accident_count","vehicle_title_type","vehicle_mpg","vehicle_transmission","vehicle_fuel_type","vehicle_options_level","vehicle_engine","vehicle_drive_type","vehicle_usage_type"
"2012 Volkswagen Beetle","2.5 Auto (PZEV)","High Price","$11,990","82,042","Oklahoma City, OK","Black","Other","0 reported accidents","Clean","22 cty / 29 hwy","Automatic","Gas","Standard","2.5L Inline-5 Gas","FWD","Personal or Rental Use"
"2019 Chevrolet Cruze","LT with 1SD Hatchback","Fair Price","$18,993","10,676","Abilene, TX","Red Hot","Jet Black","0 reported accidents","Clean","28 cty / 38 hwy","Automatic","Gas","Fully Loaded","1.4L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2017 Toyota Corolla iM","CVT","High Price","$14,996","51,674","Tulsa, OK","Silver","Black","0 reported accidents","Clean","28 cty / 36 hwy","Automatic","Gas",NA,"1.8L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Lexus CT","CT 200h","High Price","$20,770","47,001","Dallas, TX","Nebula Gray Pearl W/Black Roof","Black","0 reported accidents","Clean","43 cty / 40 hwy","Automatic","Hybrid","Standard","1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2018 Kia Soul","+ Automatic","High Price","$14,042","72,667","Norman, OK","Bright Silver","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Toyota Corolla Hatchback","XSE Manual","High Price","$20,200","15,851","Richardson, TX","Blizzard Pearl","Moonstone","0 reported accidents","Clean","28 cty / 37 hwy","Manual","Gas",NA,"2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Mazda Mazda3","Grand Touring 5-Door Automatic","High Price","$15,988","74,099","Hurst, TX","Machine Gray Metallic","Black","0 reported accidents","Clean","26 cty / 35 hwy","Automatic","Gas","Minimal Options","2.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2014 Chevrolet Spark","LT with 1LT AT","High Price","$8,248","45,955","Owasso, OK","Black Granite","Silver W/Silver Trim","0 reported accidents","Clean","30 cty / 39 hwy","Automatic","Gas","Fully Loaded","1.2L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Volkswagen Golf GTI","SE 4-Door DSG","High Price","$24,971","16,343","Carrollton, TX","Tornado Red","Titan Black W/Red Piping","0 reported accidents","Clean","24 cty / 32 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2018 Honda Fit","EX CVT","High Price","$16,471","32,645","Weatherford, TX","Orange Fury","Black","0 reported accidents","Clean","31 cty / 36 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Toyota Prius","Two","High Price","$16,724","41,659","Richardson, TX","Hypersonic Red","Black","0 reported accidents","Clean","54 cty / 50 hwy","Automatic","Hybrid",NA,"1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2017 Kia Soul","+ Automatic","High Price","$14,798","24,234","Rockwall, TX","Clear White","Gray 2-Tone","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Honda Fit","LX CVT","High Price","$14,495","22,037","Dallas, TX","Aegean Blue Metallic","Black","0 reported accidents","Clean","33 cty / 41 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2014 Chevrolet Spark","LS MT","High Price","$7,757","34,217","Richardson, TX","Silver Ice","Silver W/Silver Trim","0 reported accidents","Clean","31 cty / 39 hwy","Manual","Gas","Minimal Options","1.2L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Hyundai Elantra","GT Sport Hatchback Automatic","Great Price","$16,980","28,172","Grapevine, TX","Summit Gray","Black","0 reported accidents","Clean","26 cty / 32 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2017 Hyundai Elantra","GT Hatchback Automatic","Great Price","$10,987","79,877","Wichita, KS","Symphony Air Silver","Black","0 reported accidents","Clean","24 cty / 32 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Ford Focus","SE Hatchback","Great Price","$13,900","20,704","Fort Worth, TX","Magnetic","Charcoal Black","0 reported accidents","Clean","26 cty / 38 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Kia Soul","Base Automatic","Great Price","$9,100","95,550","Denison, TX","Titanium Gray","Black","0 reported accidents","Clean","24 cty / 30 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2015 Hyundai Veloster","Turbo Manual","Excellent Price","$11,814","57,531","Lewisville, TX","Ironman Silver Metallic","Black","0 reported accidents","Clean","24 cty / 33 hwy","Manual","Gas","Minimal Options","1.6L Inline-4 Gas Turbocharged","FWD","Fleet or Mixed Use"
"2016 Honda Fit","LX CVT","Fair Price","$13,924","18,808","Oklahoma City, OK","Aegean Blue Metallic","Black","0 reported accidents","Clean","33 cty / 41 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Mazda Mazda3","Grand Touring 5-Door Automatic","Great Price","$18,987","15,925","Tulsa, OK","Machine Gray Metallic","Black","0 reported accidents","Clean","27 cty / 36 hwy","Automatic","Gas","Minimal Options","2.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Honda Civic","EX Hatchback CVT","Fair Price","$19,900","37,677","Altus, OK","Unknown","Unknown","0 reported accidents","Clean","31 cty / 40 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2018 Toyota Corolla iM","CVT","Fair Price","$16,662","22,117","Derby, KS","Blizzard Pearl","Pewter","0 reported accidents","Clean","28 cty / 36 hwy","Automatic","Gas","Standard","1.8L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Ford Fiesta","ST Hatchback","Fair Price","$19,990","7,297","Oklahoma City, OK","Gray","Dk. Gray","0 reported accidents","Clean","25 cty / 32 hwy","Manual","Gas","Standard","1.6L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2019 Chevrolet Cruze","LT with 1SD Hatchback","Fair Price","$13,990","64,923","Oklahoma City, OK","Silver Ice Metallic","Jet Black","0 reported accidents","Clean","28 cty / 38 hwy","Automatic","Gas","Minimal Options","1.4L Inline-4 Gas Turbocharged","FWD","Fleet or Mixed Use"
"2017 BMW 3 Series","330i xDrive Gran Turismo","Great Price","$27,488","43,050","Duncanville, TX","Jet Black","Unknown","0 reported accidents","Clean","23 cty / 33 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas Turbocharged","AWD","Fleet or Mixed Use"
"2019 Mazda Mazda3","Preferred Package 5-Door FWD Automatic","Fair Price","$21,990","4,989","Oklahoma City, OK","Machine Gray Metallic","Black","0 reported accidents","Clean","26 cty / 35 hwy","Automatic","Gas","Well Equipped","2.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Honda Civic","Sport Touring Hatchback CVT","Fair Price","$21,869","71,254","Oklahoma City, OK","White Orchid Pearl","Black/Ivory","0 reported accidents","Clean","30 cty / 36 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2016 Toyota Prius","Two","Fair Price","$16,990","58,373","Oklahoma City, OK","Classic Silver Metallic","Black","0 reported accidents","Clean","54 cty / 50 hwy","Automatic","Hybrid",NA,"1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2017 BMW 4 Series","430i Gran Coupe RWD (SULEV)","Great Price","$26,750","22,124","Plano, TX","Mineral Gray Metallic","Black","0 reported accidents","Clean","23 cty / 34 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas Turbocharged","RWD","Personal or Rental Use"
"2018 Ford Focus","SE Hatchback","Great Price","$11,495","44,865","Grapevine, TX","Shadow Black","Charcoal Black","0 reported accidents","Clean","26 cty / 38 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2014 Lexus CT","CT 200h","Fair Price","$18,990","35,929","Oklahoma City, OK","Nebula Gray Pearl W/Black Roof","Brown","0 reported accidents","Clean","43 cty / 40 hwy","Automatic","Hybrid","Standard","1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2017 Toyota Corolla iM","CVT","Great Price","$13,499","45,820","Arlington, TX","Black","Unknown","0 reported accidents","Clean","28 cty / 36 hwy","Automatic","Gas",NA,"1.8L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Ford Fiesta","SE Hatchback","Great Price","$11,888","37,866","Texarkana, TX","White Platinum Metallic Tri-Coat","Charcoal Black","0 reported accidents","Clean","27 cty / 35 hwy","Manual","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Toyota Prius","One","Fair Price","$19,990","13,795","Oklahoma City, OK","Black","Black","0 reported accidents","Clean","54 cty / 50 hwy","Automatic","Hybrid","Standard","1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2016 Ford Focus","Titanium Hatchback","Fair Price","$13,990","50,868","Oklahoma City, OK","Tectonic","Charcoal Black","0 reported accidents","Clean","26 cty / 38 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Hyundai Accent","SE Hatchback Automatic","Fair Price","$11,990","53,847","Oklahoma City, OK","Ultra Black Pearl","Gray","0 reported accidents","Clean","26 cty / 36 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Hyundai Ioniq","EV Base","Great Price","$20,510","3,956","Yukon, OK","Intense Blue Metallic","Charcoal Black","0 reported accidents","Clean","150 cty / 122 hwy","Automatic","Electric","Standard","L - Electric","FWD","Personal or Rental Use"
"2015 Toyota Prius","Three","Fair Price","$14,300","67,889","Yukon, OK","Light Green","Tan","0 reported accidents","Clean","51 cty / 48 hwy","Automatic","Hybrid","Standard","1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2019 Chevrolet Spark","LS CVT","Great Price","$10,999","6,759","Texarkana, TX","Nightfall Grey","Jet Black","0 reported accidents","Clean","30 cty / 38 hwy","Automatic","Gas","Minimal Options","1.4L Inline-4 Gas","FWD","Personal or Rental Use"
"2014 Mercedes-Benz B-Class","Hatchback Electric Drive","Fair Price","$15,590","41,507","Oklahoma City, OK","Cirrus White","Black","0 reported accidents","Clean","N/A cty / N/A hwy","Automatic","Gas","Standard","L - Gas Turbocharged","FWD","Personal or Rental Use"
"2017 BMW i3","94 Ah with Range Extender","Fair Price","$19,883","27,536","Edmond, OK","Fluid Black W/Highlight Bmw I Blue","Deka Gray/Blue Highlight","0 reported accidents","Clean","N/A cty / N/A hwy","Automatic","Plug-In","Standard","0.6L Inline-2 Plug-In","RWD","Personal or Rental Use"
"2013 Toyota Prius c","Four","Great Price","$9,731","100,694","Corinth, TX","Classic Silver Metallic","Light Blue Gray","0 reported accidents","Clean","53 cty / 46 hwy","Automatic","Hybrid","Standard","1.5L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2019 Hyundai Veloster","N Manual","Fair Price","$24,990","16,948","Oklahoma City, OK","Performance Blue","Black","0 reported accidents","Clean","22 cty / 28 hwy","Manual","Gas","Minimal Options","2.0L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2016 Mazda Mazda3","i Grand Touring 5-Door Automatic","Fair Price","$16,990","28,974","Oklahoma City, OK","Meteor Gray Mica","Black","0 reported accidents","Clean","30 cty / 40 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2015 Kia Soul","+ Automatic","Great Price","$8,999","109,141","Lawton, OK","Shadow Black","Gray 2-Tone","0 reported accidents","Clean","23 cty / 31 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2015 Mazda Mazda3","s Grand Touring 5-Door Automatic","Fair Price","$15,640","40,599","Yukon, OK","Meteor Gray Mica","Black","0 reported accidents","Clean","27 cty / 37 hwy","Automatic","Gas",NA,"2.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2014 Kia Soul","! Automatic","Fair Price","$14,590","44,762","Oklahoma City, OK","Clear White","Black","0 reported accidents","Clean","23 cty / 31 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Chevrolet Sonic","LT Hatch AT","Great Price","$7,999","79,883","Dallas, TX","Dragon Green Metallic","Jet Black/Dark Titanium","0 reported accidents","Clean","24 cty / 35 hwy","Automatic","Gas","Standard","1.8L Inline-4 Gas","FWD","Personal or Rental Use"
"2018 Mazda Mazda3","Grand Touring 5-Door Automatic","Great Price","$19,884","6,055","Dallas, TX","Soul Red Metallic","Black","0 reported accidents","Clean","27 cty / 36 hwy","Automatic","Gas","Minimal Options","2.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Chevrolet Bolt EV","LT","Great Price","$22,999","2,670","Tulsa, OK","Slate Gray Metallic","Dark Galvanized/Sky Cool Gray","0 reported accidents","Clean","128 cty / 110 hwy","Automatic","Electric","Fully Loaded","L - Electric","FWD","Personal or Rental Use"
"2018 BMW 4 Series","430i Gran Coupe RWD","Great Price","$28,950","32,461","Plano, TX","Jet Black","Black","1 reported accidents","Clean","24 cty / 34 hwy","Automatic","Gas",NA,"2.0L Inline-4 Gas Turbocharged","RWD","Personal or Rental Use"
"2015 Nissan LEAF","S","Great Price","$9,987","29,441","Hurst, TX","Gun Metallic","Black","0 reported accidents","Clean","126 cty / 101 hwy","Automatic","Electric","Well Equipped","L - Electric","FWD","Personal or Rental Use"
"2016 Hyundai Veloster","Base Automatic","Great Price","$8,958","100,195","Rockwall, TX","Pacific Blue","Black","0 reported accidents","Clean","28 cty / 36 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Kia Stinger","Premium RWD","Great Price","$29,000","23,210","Broken Arrow, OK","Micro Blue","Black","0 reported accidents","Clean","22 cty / 29 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas Turbocharged","RWD","Personal or Rental Use"
"2018 Honda Civic","Sport Touring Hatchback CVT","Fair Price","$23,562","40,327","Tulsa, OK","White Orchid Pearl","Black/Ivory","0 reported accidents","Clean","30 cty / 36 hwy","Automatic","Gas",NA,"1.5L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2018 Mazda Mazda3","Touring 5-Door Automatic","Great Price","$15,888","27,137","Dallas, TX","Sonic Silver Metallic","Black","1 reported accidents","Clean","27 cty / 36 hwy","Automatic","Gas","Minimal Options","2.5L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2019 Volkswagen Golf","S FWD Auto","Fair Price","$17,360","23,158","Yukon, OK","Deep Black Pearl","Titan Black","0 reported accidents","Clean","29 cty / 37 hwy","Automatic","Gas","Minimal Options","1.4L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2013 Toyota Prius c","One","Great Price","$10,300","57,788","Fort Worth, TX","Magnetic Gray Metallic","Gray","1 reported accidents","Clean","53 cty / 46 hwy","Automatic","Hybrid","Standard","1.5L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2013 Hyundai Veloster","Base with Black Interior Automatic","Fair Price","$12,990","61,202","Oklahoma City, OK","Ultra Black","Black","0 reported accidents","Clean","28 cty / 37 hwy","Automatic","Gas","Fully Loaded","1.6L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2016 Hyundai Veloster","Turbo Automatic","Fair Price","$15,590","59,729","Oklahoma City, OK","Vitamin C","Black","0 reported accidents","Clean","27 cty / 33 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2019 Subaru Impreza","2.0i Limited 5-door CVT","Fair Price","$22,850","7,033","Oklahoma City, OK","Crystal White Pearl","Ivory","0 reported accidents","Clean","28 cty / 36 hwy","Automatic","Gas","Well Equipped","2.0L Flat-4 Gas","AWD","Personal or Rental Use"
"2019 Kia Soul","Base Manual","Great Price","$13,487","12,955","Arkansas City, KS","Shadow Black","Black","0 reported accidents","Clean","24 cty / 30 hwy","Manual","Gas","Fully Loaded","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Chevrolet Bolt EV","LT","Great Price","$16,996","17,057","Dallas, TX","Nightfall Gray Metallic","Dark Galvanized/Sky Cool Gray","0 reported accidents","Clean","128 cty / 110 hwy","Automatic","Electric","Minimal Options","L - Electric","FWD","Fleet or Mixed Use"
"2019 Toyota Prius","L Eco FWD","Great Price","$19,988","4,696","Bentonville, AR","Classic Silver Metallic","Black","0 reported accidents","Clean","58 cty / 53 hwy","Automatic","Hybrid",NA,"1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2019 Toyota Corolla Hatchback","SE CVT","Great Price","$18,888","10,846","Joplin, MO","Blue Flame","Moonstone","0 reported accidents","Clean","32 cty / 42 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 MINI Hardtop","S Hardtop 2-Door","Great Price","$19,700","28,362","Arlington, TX","White Silver Metallic","Carbon Black","1 reported accidents","Clean","23 cty / 32 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2019 Kia Soul","+ Automatic","Excellent Price","$10,481","42,052","Carrolton, TX","Mysterious Blue","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2013 MINI Hardtop","John Cooper Works Hardtop 2-Door","Fair Price","$13,295","86,316","Oklahoma City, OK","Chili Red","Mini Yours Satellite Gray","1 reported accidents","Clean","26 cty / 35 hwy","Manual","Gas","Standard","1.6L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2017 FIAT 500","500e Hatch","Excellent Price","$6,786","28,230","Carrolton, TX","Celeste Blu (Retro Light Blue)","Black","0 reported accidents","Clean","121 cty / 103 hwy","Automatic","Electric","Minimal Options","L - Electric","FWD","Personal or Rental Use"
"2019 Hyundai Elantra","GT Hatchback Automatic","Fair Price","$14,900","31,270","Yukon, OK","Symphony Air Silver","Black","0 reported accidents","Clean","25 cty / 32 hwy","Automatic","Gas","Minimal Options","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 BMW 4 Series","430i Gran Coupe RWD (SULEV)","Great Price","$24,890","39,793","Plano, TX","Glacier Silver Metallic","Black","0 reported accidents","Clean","23 cty / 34 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas Turbocharged","RWD","Personal or Rental Use"
"2017 Chevrolet Bolt EV","Premier","Fair Price","$19,500","28,638","Norman, OK","Arctic Blue Metallic","Dark Galvanized Gray","0 reported accidents","Clean","128 cty / 110 hwy","Automatic","Electric","Standard","L - Electric","FWD","Personal or Rental Use"
"2014 Ford Fiesta","ST Hatchback","Great Price","$10,500","102,404","Carrollton, TX","Tuxedo Black Metallic","Charcoal Black W/Silver","0 reported accidents","Clean","26 cty / 35 hwy","Manual","Gas","Standard","1.6L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2015 Nissan LEAF","S","Excellent Price","$6,752","68,641","Richardson, TX","Cayenne Red","Black","1 reported accidents","Clean","126 cty / 101 hwy","Automatic","Electric","Well Equipped","L - Electric","FWD","Fleet or Mixed Use"
"2015 Honda Fit","EX CVT","Great Price","$10,994","53,995","Dallas, TX","Milano Red","Black","0 reported accidents","Clean","32 cty / 38 hwy","Automatic","Gas","Standard","1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Toyota Prius","Four","Fair Price","$16,610","68,732","Yukon, OK","Magnetic Gray Metallic","Black","0 reported accidents","Clean","54 cty / 50 hwy","Automatic","Hybrid",NA,"1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2013 Lexus CT","CT 200h","Great Price","$13,580","66,906","Plano, TX","Nebula Gray Pearl","Black","0 reported accidents","Clean","43 cty / 40 hwy","Automatic","Hybrid","Standard","1.8L Inline-4 Hybrid","FWD","Personal or Rental Use"
"2019 Kia Soul","+ Automatic","Fair Price","$14,600","38,218","Rogers, AR","Clear White","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Fleet or Mixed Use"
"2017 Honda Fit","EX CVT","Excellent Price","$13,998","31,084","Carrollton, TX","Aegean Blue Metallic","Unknown","0 reported accidents","Clean","32 cty / 37 hwy","Automatic","Gas","Standard","1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Subaru Impreza","2.0i Limited 5-door CVT","Fair Price","$22,490","8,151","Yukon, OK","Crystal White Pearl","Ivory","0 reported accidents","Clean","28 cty / 36 hwy","Automatic","Gas","Well Equipped","2.0L Flat-4 Gas","AWD","Fleet or Mixed Use"
"2019 Chevrolet Spark","LS CVT","Great Price","$10,515","26,765","Broken Arrow, OK","Mosaic Black","Jet Black","0 reported accidents","Clean","30 cty / 38 hwy","Automatic","Gas","Minimal Options","1.4L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Volkswagen Golf GTI","SE 4-Door DSG","Great Price","$20,998","29,477","Irving, TX","Tornado Red","Titan Black W/Red Piping","0 reported accidents","Clean","24 cty / 32 hwy","Automatic","Gas","Well Equipped","2.0L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2018 FIAT 500L","Trekking","Fair Price","$15,990","24,775","Oklahoma City, OK","Bianco (White)","Carrera Gray","0 reported accidents","Clean","22 cty / 30 hwy","Automatic","Gas",NA,"1.4L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2018 Toyota Corolla iM","Manual","Fair Price","$14,377","41,347","Shawnee, OK","Silver","Unknown","0 reported accidents","Clean","27 cty / 35 hwy","Manual","Gas","Standard","1.8L Inline-4 Gas","FWD","Personal or Rental Use"
"2014 Kia Soul","+ Automatic","Fair Price","$12,990","59,139","Oklahoma City, OK","Kale Green","Black","0 reported accidents","Clean","23 cty / 31 hwy","Automatic","Gas","Fully Loaded","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2014 Nissan LEAF","SL","Fair Price","$10,990","62,914","Oklahoma City, OK","Cayenne Red","Black","0 reported accidents","Clean","126 cty / 101 hwy","Automatic","Electric","Well Equipped","L - Electric","FWD","Personal or Rental Use"
"2009 Nissan Versa","1.8 SL Hatchback CVT (alt)","Fair Price","$4,795","112,463","Oklahoma City, OK","Blue Onyx Metallic","Beige","0 reported accidents","Clean","27 cty / 33 hwy","Automatic","Gas",NA,"1.8L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Ford Fiesta","S Hatchback","Fair Price","$8,561","49,044","Joplin, MO","Oxford White","Charcoal Black","1 reported accidents","Clean","28 cty / 36 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2014 Volkswagen Beetle","TDI with Premium Package Coupe DSG (PZEV)","Great Price","$16,741","30,905","Frisco, TX","Platinum Gray Metallic","Anthracite/Gray","0 reported accidents","Clean","29 cty / 39 hwy","Automatic","Diesel","Standard","2.0L Inline-4 Diesel Turbocharged","FWD","Fleet or Mixed Use"
"2014 Ford Focus","SE Hatchback","Great Price","$8,881","40,871","Dallas, TX","Race Red","Charcoal Black","1 reported accidents","Clean","26 cty / 36 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Kia Soul","+ Automatic","Fair Price","$14,894","30,302","Del City, OK","Shadow Black","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 BMW 4 Series","430i Gran Coupe RWD (SULEV)","Great Price","$24,950","39,999","Plano, TX","Mineral Gray Metallic","Black","0 reported accidents","Clean","23 cty / 34 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas Turbocharged","RWD","Personal or Rental Use"
"2015 BMW 4 Series","428i Gran Coupe RWD","Excellent Price","$17,874","76,427","Lewisville, TX","Mineral White Metallic","Unknown","0 reported accidents","Clean","23 cty / 34 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas Turbocharged","RWD","Personal or Rental Use"
"2018 BMW i3","s 94 Ah with Range Extender","Great Price","$25,996","21,814","Dallas, TX","Mineral Gray Metallic W/Bmw I Frozen Blue Accent","Mega Carum Spice Gray","1 reported accidents","Clean","N/A cty / N/A hwy","Automatic","Plug-In","Standard","0.6L Inline-2 Plug-In","RWD","Personal or Rental Use"
"2017 Ford Focus","Titanium Hatchback","Great Price","$15,500","13,870","Carrollton, TX","Magnetic Metallic","Charcoal Black","0 reported accidents","Clean","26 cty / 36 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2014 Ford Focus","Titanium Hatchback","Great Price","$10,942","58,344","Siloam Springs, AR","Blue Candy Tinted Clearcoat","Unknown","0 reported accidents","Clean","26 cty / 37 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2019 Kia Soul","+ Automatic","Fair Price","$14,000","31,449","Wichita Falls, TX","Bright Silver","Black","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Standard","2.0L Inline-4 Gas","FWD","Personal or Rental Use"
"2013 Honda Fit","Sport Automatic","Fair Price","$14,590","20,027","Oklahoma City, OK","Crystal Black Pearl","Black","0 reported accidents","Clean","27 cty / 33 hwy","Automatic","Gas","Standard","1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Kia Soul","EV-e","Fair Price","$14,800","25,444","Yukon, OK","Clear White","Gray 2-Tone","0 reported accidents","Clean","120 cty / 92 hwy","Automatic","Electric","Standard","L - Electric","FWD","Fleet or Mixed Use"
"2018 BMW 4 Series","430i Gran Coupe RWD","Great Price","$27,589","36,327","Grand Prairie, TX","Alpine White","Coral Red/Black","0 reported accidents","Clean","24 cty / 34 hwy","Automatic","Gas",NA,"2.0L Inline-4 Gas Turbocharged","RWD","Personal or Rental Use"
"2013 Hyundai Veloster","Base with Black Interior Automatic","Fair Price","$8,995","88,159","Oklahoma City, OK","Ironman Silver","Black","0 reported accidents","Clean","28 cty / 37 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2016 Nissan Versa","Note 1.6 S Plus CVT","Fair Price","$10,590","55,376","Oklahoma City, OK","Gun Metallic","Charcoal","0 reported accidents","Clean","31 cty / 39 hwy","Automatic","Gas","Minimal Options","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
"2015 Toyota Yaris","L 5-Door Liftback Automatic","Fair Price","$10,000","73,386","Tulsa, OK","Magnetic Gray Metallic","Black W/Circle Design","0 reported accidents","Clean","30 cty / 36 hwy","Automatic","Gas","Standard","1.5L Inline-4 Gas","FWD","Personal or Rental Use"
"2017 Chevrolet Cruze","LT with 1SD Hatchback Automatic","Great Price","$11,992","73,339","Fort Worth, TX","Black","Jet Black","0 reported accidents","Clean","29 cty / 38 hwy","Automatic","Gas","Standard","1.4L Inline-4 Gas Turbocharged","FWD","Personal or Rental Use"
"2017 Kia Soul","Base Automatic","Fair Price","$13,990","42,235","Oklahoma City, OK","Clear White","Gray 2-Tone","0 reported accidents","Clean","25 cty / 30 hwy","Automatic","Gas","Standard","1.6L Inline-4 Gas","FWD","Personal or Rental Use"
